"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"10082","2026-02-08 00:01","FACTORY_A","123.75","45.31","7.21","81.84"
"10083","2026-02-08 00:02","FACTORY_A","123.96","45.33","7.18","74.03"
"10084","2026-02-08 00:03","FACTORY_A","122.58","44.15","7.24","79.05"
"10085","2026-02-08 00:04","FACTORY_A","117.94","44.58","7.18","73.15"
"10086","2026-02-08 00:05","FACTORY_A","117.55","42.49","7.21","81.86"
"10087","2026-02-08 00:06","FACTORY_A","119.37","44.82","7.20","75.45"
"10088","2026-02-08 00:07","FACTORY_A","116.11","43.52","7.22","83.99"
"10089","2026-02-08 00:08","FACTORY_A","117.11","45.15","7.16","71.05"
"10090","2026-02-08 00:09","FACTORY_A","121.93","43.93","7.24","76.84"
"10091","2026-02-08 00:10","FACTORY_A","121.95","41.92","7.14","85.88"
"10172","2026-02-08 01:31","FACTORY_A","116.85","48.38","7.20","87.67"
"10173","2026-02-08 01:32","FACTORY_A","122.03","44.65","7.14","80.03"
"10174","2026-02-08 01:33","FACTORY_A","121.36","47.17","7.19","78.06"
"10175","2026-02-08 01:34","FACTORY_A","124.53","44.21","7.24","80.58"
"10176","2026-02-08 01:35","FACTORY_A","121.71","47.55","7.23","90.26"
"10177","2026-02-08 01:36","FACTORY_A","123.18","43.27","7.25","78.66"
"10178","2026-02-08 01:37","FACTORY_A","121.43","45.26","7.18","80.02"
"10179","2026-02-08 01:38","FACTORY_A","122.94","43.36","7.25","74.74"
"10180","2026-02-08 01:39","FACTORY_A","116.14","48.90","7.17","76.61"
"10181","2026-02-08 01:40","FACTORY_A","119.63","44.63","7.18","82.20"
"10182","2026-02-08 01:41","FACTORY_A","119.88","46.24","7.21","84.47"
"10183","2026-02-08 01:42","FACTORY_A","119.27","45.68","7.24","81.51"
"10184","2026-02-08 01:43","FACTORY_A","121.33","44.96","7.17","84.15"
"10185","2026-02-08 01:44","FACTORY_A","121.90","45.78","7.23","75.00"
"10186","2026-02-08 01:45","FACTORY_A","121.18","47.04","7.21","74.50"
"10187","2026-02-08 01:46","FACTORY_A","119.47","46.00","7.22","83.97"
"10188","2026-02-08 01:47","FACTORY_A","117.79","45.24","7.16","77.62"
"10189","2026-02-08 01:48","FACTORY_A","123.29","45.78","7.18","74.13"
"10190","2026-02-08 01:49","FACTORY_A","121.05","47.87","7.20","81.01"
"10191","2026-02-08 01:50","FACTORY_A","116.94","44.37","7.22","80.43"
"10192","2026-02-08 01:51","FACTORY_A","119.42","42.22","7.16","79.05"
"10193","2026-02-08 01:52","FACTORY_A","114.77","43.36","7.14","87.94"
"10194","2026-02-08 01:53","FACTORY_A","120.11","43.47","7.09","89.37"
"10195","2026-02-08 01:54","FACTORY_A","119.40","43.68","7.24","84.80"
"10196","2026-02-08 01:55","FACTORY_A","118.28","43.73","7.25","82.15"
"10197","2026-02-08 01:56","FACTORY_A","124.75","44.96","7.10","86.90"
"10198","2026-02-08 01:57","FACTORY_A","116.53","45.37","7.20","80.79"
"10199","2026-02-08 01:58","FACTORY_A","122.12","45.36","7.18","79.03"
"10200","2026-02-08 01:59","FACTORY_A","126.56","43.90","7.26","77.08"
"10201","2026-02-08 02:00","FACTORY_A","123.23","46.49","7.19","76.09"
"10202","2026-02-08 02:01","FACTORY_A","119.91","45.80","7.23","84.64"
"10203","2026-02-08 02:02","FACTORY_A","116.60","47.37","7.18","72.49"
"10204","2026-02-08 02:03","FACTORY_A","115.91","46.27","7.17","77.03"
"10205","2026-02-08 02:04","FACTORY_A","118.77","44.48","7.24","78.23"
"10206","2026-02-08 02:05","FACTORY_A","117.94","46.96","7.25","72.96"
"10207","2026-02-08 02:06","FACTORY_A","117.84","45.41","7.14","78.04"
"10208","2026-02-08 02:07","FACTORY_A","119.02","46.20","7.26","80.47"
"10209","2026-02-08 02:08","FACTORY_A","119.69","46.08","7.15","85.14"
"10210","2026-02-08 02:09","FACTORY_A","121.46","44.81","7.08","77.47"
"10211","2026-02-08 02:10","FACTORY_A","116.29","45.15","7.20","80.50"
"10212","2026-02-08 02:11","FACTORY_A","117.95","44.80","7.23","72.53"
"10213","2026-02-08 02:12","FACTORY_A","119.52","43.72","7.12","73.92"
"10214","2026-02-08 02:13","FACTORY_A","119.41","41.78","7.10","70.48"
"10215","2026-02-08 02:14","FACTORY_A","125.51","43.96","7.18","84.89"
"10216","2026-02-08 02:15","FACTORY_A","120.70","45.30","7.17","78.36"
"10217","2026-02-08 02:16","FACTORY_A","115.16","46.63","7.27","81.10"
"10218","2026-02-08 02:17","FACTORY_A","121.25","46.19","7.20","82.62"
"10219","2026-02-08 02:18","FACTORY_A","121.64","44.58","7.24","84.04"
"10220","2026-02-08 02:19","FACTORY_A","119.62","43.98","7.21","90.03"
"10221","2026-02-08 02:20","FACTORY_A","116.36","44.73","7.28","79.79"
"10222","2026-02-08 02:21","FACTORY_A","125.27","43.54","7.16","76.44"
"10223","2026-02-08 02:22","FACTORY_A","116.79","41.83","7.20","83.49"
"10224","2026-02-08 02:23","FACTORY_A","121.98","42.68","7.12","91.81"
"10225","2026-02-08 02:24","FACTORY_A","120.60","47.06","7.24","77.30"
"10226","2026-02-08 02:25","FACTORY_A","121.80","47.79","7.26","76.03"
"10227","2026-02-08 02:26","FACTORY_A","125.12","46.13","7.24","67.23"
"10228","2026-02-08 02:27","FACTORY_A","121.68","44.91","7.19","69.66"
"10229","2026-02-08 02:28","FACTORY_A","118.32","42.91","7.13","87.10"
"10230","2026-02-08 02:29","FACTORY_A","123.32","44.76","7.20","79.13"
"10231","2026-02-08 02:30","FACTORY_A","118.11","45.92","7.17","74.31"
"10232","2026-02-08 02:31","FACTORY_A","120.49","46.24","7.25","80.02"
"10233","2026-02-08 02:32","FACTORY_A","116.12","46.03","7.18","93.01"
"10234","2026-02-08 02:33","FACTORY_A","116.90","46.81","7.18","80.02"
"10235","2026-02-08 02:34","FACTORY_A","120.15","47.91","7.31","89.57"
"10236","2026-02-08 02:35","FACTORY_A","121.10","44.39","7.24","75.32"
"10237","2026-02-08 02:36","FACTORY_A","114.89","49.21","7.25","87.30"
"10238","2026-02-08 02:37","FACTORY_A","121.49","41.97","7.17","77.19"
"10239","2026-02-08 02:38","FACTORY_A","117.54","43.83","7.14","76.15"
"10240","2026-02-08 02:39","FACTORY_A","123.84","45.30","7.25","75.30"
"10241","2026-02-08 02:40","FACTORY_A","118.94","45.82","7.27","78.38"
"10242","2026-02-08 02:41","FACTORY_A","116.63","44.73","7.14","84.88"
"10243","2026-02-08 02:42","FACTORY_A","120.23","44.26","7.17","77.59"
"10439","2026-02-08 05:58","FACTORY_A","117.25","48.30","7.15","85.35"
"10440","2026-02-08 05:59","FACTORY_A","123.81","44.18","7.22","76.41"
"10441","2026-02-08 06:00","FACTORY_A","120.00","43.47","7.25","79.59"
"10442","2026-02-08 06:01","FACTORY_A","119.54","47.54","7.18","77.35"
"10443","2026-02-08 06:02","FACTORY_A","121.78","46.27","7.18","89.06"
"10444","2026-02-08 06:03","FACTORY_A","116.99","46.64","7.10","82.59"
"10445","2026-02-08 06:04","FACTORY_A","116.13","45.29","7.15","81.42"
"10446","2026-02-08 06:05","FACTORY_A","121.23","42.94","7.28","78.61"
"10447","2026-02-08 06:06","FACTORY_A","116.70","45.13","7.22","77.09"
"10448","2026-02-08 06:07","FACTORY_A","116.70","42.73","7.25","74.97"
"10449","2026-02-08 06:08","FACTORY_A","122.51","45.36","7.18","86.61"
"10450","2026-02-08 06:09","FACTORY_A","121.58","45.98","7.19","71.93"
"10451","2026-02-08 06:10","FACTORY_A","116.24","46.61","7.20","78.19"
"10452","2026-02-08 06:11","FACTORY_A","118.14","44.86","7.22","84.41"
"10453","2026-02-08 06:12","FACTORY_A","117.29","46.12","7.27","71.62"
"10454","2026-02-08 06:13","FACTORY_A","125.33","43.64","7.17","80.89"
"10455","2026-02-08 06:14","FACTORY_A","122.72","46.45","7.19","75.65"
"10456","2026-02-08 06:15","FACTORY_A","118.74","46.01","7.16","80.13"
"10457","2026-02-08 06:16","FACTORY_A","121.73","43.80","7.10","79.16"
"10458","2026-02-08 06:17","FACTORY_A","115.93","45.80","7.25","68.73"
"10459","2026-02-08 06:18","FACTORY_A","117.98","46.63","7.29","83.19"
"10460","2026-02-08 06:19","FACTORY_A","120.31","45.12","7.24","75.06"
"10461","2026-02-08 06:20","FACTORY_A","121.36","43.77","7.21","77.26"
"10462","2026-02-08 06:21","FACTORY_A","119.71","45.27","7.29","80.25"
"10463","2026-02-08 06:22","FACTORY_A","120.74","45.83","7.22","81.88"
"10464","2026-02-08 06:23","FACTORY_A","120.24","43.75","7.24","82.24"
"10465","2026-02-08 06:24","FACTORY_A","119.51","43.49","7.21","83.95"
"10466","2026-02-08 06:25","FACTORY_A","119.11","45.78","7.21","67.66"
"10467","2026-02-08 06:26","FACTORY_A","118.72","46.23","7.19","82.41"
"10468","2026-02-08 06:27","FACTORY_A","120.70","48.22","7.24","80.05"
"10469","2026-02-08 06:28","FACTORY_A","121.23","46.00","7.15","77.23"
"10470","2026-02-08 06:29","FACTORY_A","120.60","43.19","7.22","81.31"
"10471","2026-02-08 06:30","FACTORY_A","116.46","48.06","7.16","84.60"
"10472","2026-02-08 06:31","FACTORY_A","117.00","46.58","7.23","75.62"
"10473","2026-02-08 06:32","FACTORY_A","121.20","41.99","7.32","87.01"
"10474","2026-02-08 06:33","FACTORY_A","124.42","43.45","7.23","85.73"
"10475","2026-02-08 06:34","FACTORY_A","120.46","44.26","7.26","81.85"
"10476","2026-02-08 06:35","FACTORY_A","118.76","46.26","7.25","73.88"
"10477","2026-02-08 06:36","FACTORY_A","120.67","41.43","7.08","90.77"
"10478","2026-02-08 06:37","FACTORY_A","116.59","44.82","7.19","81.42"
"10479","2026-02-08 06:38","FACTORY_A","123.93","46.17","7.22","80.74"
"10480","2026-02-08 06:39","FACTORY_A","120.56","40.75","7.10","80.57"
"10481","2026-02-08 06:40","FACTORY_A","117.99","46.12","7.19","82.76"
"10482","2026-02-08 06:41","FACTORY_A","119.50","46.30","7.20","84.63"
"10483","2026-02-08 06:42","FACTORY_A","118.42","43.73","7.14","79.87"
"10484","2026-02-08 06:43","FACTORY_A","123.94","43.27","7.15","73.79"
"10485","2026-02-08 06:44","FACTORY_A","119.39","43.71","7.27","85.17"
"10486","2026-02-08 06:45","FACTORY_A","120.47","40.99","7.02","75.92"
"10487","2026-02-08 06:46","FACTORY_A","121.72","44.51","7.21","74.98"
"10488","2026-02-08 06:47","FACTORY_A","117.78","45.33","7.26","79.68"
"10489","2026-02-08 06:48","FACTORY_A","120.58","43.17","7.20","77.72"
"10490","2026-02-08 06:49","FACTORY_A","120.82","46.46","7.27","81.90"
"10491","2026-02-08 06:50","FACTORY_A","115.34","45.15","7.18","82.85"
"10492","2026-02-08 06:51","FACTORY_A","120.76","45.39","7.15","77.65"
"10493","2026-02-08 06:52","FACTORY_A","119.86","44.40","7.20","80.61"
"10494","2026-02-08 06:53","FACTORY_A","120.39","46.11","7.18","77.57"
"10495","2026-02-08 06:54","FACTORY_A","120.11","46.94","7.17","83.83"
"10496","2026-02-08 06:55","FACTORY_A","120.78","44.39","7.19","82.45"
"10497","2026-02-08 06:56","FACTORY_A","124.01","46.14","7.16","83.59"
"10498","2026-02-08 06:57","FACTORY_A","116.46","46.16","7.16","78.58"
"10499","2026-02-08 06:58","FACTORY_A","118.97","45.63","7.14","81.29"
"10500","2026-02-08 06:59","FACTORY_A","122.00","47.52","7.22","82.55"
"10501","2026-02-08 07:00","FACTORY_A","121.44","43.91","7.15","83.74"
"10502","2026-02-08 07:01","FACTORY_A","121.38","44.37","7.14","83.31"
"10503","2026-02-08 07:02","FACTORY_A","128.26","43.83","7.15","79.39"
"10504","2026-02-08 07:03","FACTORY_A","121.84","46.09","7.21","74.25"
"10505","2026-02-08 07:04","FACTORY_A","123.39","44.59","7.23","82.51"
"10506","2026-02-08 07:05","FACTORY_A","119.08","43.96","7.24","82.26"
"10507","2026-02-08 07:06","FACTORY_A","117.02","47.49","7.21","74.50"
"10508","2026-02-08 07:07","FACTORY_A","119.06","47.71","7.23","84.23"
"10509","2026-02-08 07:08","FACTORY_A","122.14","44.51","7.20","80.78"
"10510","2026-02-08 07:09","FACTORY_A","121.22","42.95","7.22","79.36"
"10511","2026-02-08 07:10","FACTORY_A","121.21","47.80","7.22","81.07"
"10512","2026-02-08 07:11","FACTORY_A","119.36","45.71","7.16","84.66"
"10513","2026-02-08 07:12","FACTORY_A","118.88","45.63","7.15","87.79"
"10514","2026-02-08 07:13","FACTORY_A","119.46","45.16","7.27","79.73"
"10515","2026-02-08 07:14","FACTORY_A","122.17","43.80","7.21","78.85"
"10516","2026-02-08 07:15","FACTORY_A","122.52","44.38","7.25","83.04"
"10517","2026-02-08 07:16","FACTORY_A","116.98","46.02","7.15","73.30"
"10518","2026-02-08 07:17","FACTORY_A","122.29","44.33","7.18","84.31"
"10519","2026-02-08 07:18","FACTORY_A","118.05","45.65","7.13","73.23"
"10520","2026-02-08 07:19","FACTORY_A","121.41","45.02","7.23","73.13"
"10521","2026-02-08 07:20","FACTORY_A","119.42","43.41","7.17","87.77"
"10522","2026-02-08 07:21","FACTORY_A","124.70","47.43","7.17","69.59"
"10523","2026-02-08 07:22","FACTORY_A","118.75","45.89","7.30","86.54"
"10524","2026-02-08 07:23","FACTORY_A","120.54","45.50","7.23","87.80"
"10525","2026-02-08 07:24","FACTORY_A","121.82","45.83","7.23","81.70"
"10526","2026-02-08 07:25","FACTORY_A","117.38","42.31","7.14","83.03"
"10527","2026-02-08 07:26","FACTORY_A","119.78","44.26","7.11","72.13"
"10528","2026-02-08 07:27","FACTORY_A","119.20","42.71","7.25","77.54"
"10529","2026-02-08 07:28","FACTORY_A","118.46","45.19","7.09","81.79"
"10530","2026-02-08 07:29","FACTORY_A","118.68","45.49","7.17","81.65"
"10531","2026-02-08 07:30","FACTORY_A","123.34","45.21","7.16","82.22"
"10532","2026-02-08 07:31","FACTORY_A","118.20","46.77","7.15","81.64"
"10533","2026-02-08 07:32","FACTORY_A","121.70","42.75","7.18","80.11"
"10534","2026-02-08 07:33","FACTORY_A","120.94","43.80","7.15","73.89"
"10535","2026-02-08 07:34","FACTORY_A","115.81","45.62","7.14","81.76"
"10536","2026-02-08 07:35","FACTORY_A","121.56","45.40","7.21","74.32"
"10537","2026-02-08 07:36","FACTORY_A","115.76","43.03","7.25","78.18"
"10538","2026-02-08 07:37","FACTORY_A","121.88","46.79","7.11","86.96"
"10539","2026-02-08 07:38","FACTORY_A","118.48","47.31","7.21","72.18"
"10540","2026-02-08 07:39","FACTORY_A","120.03","45.64","7.23","79.38"
"10541","2026-02-08 07:40","FACTORY_A","116.12","42.74","7.22","84.34"
"10542","2026-02-08 07:41","FACTORY_A","120.37","45.24","7.19","83.19"
"10543","2026-02-08 07:42","FACTORY_A","122.78","45.51","7.17","81.53"
"10544","2026-02-08 07:43","FACTORY_A","117.58","44.59","7.24","76.61"
"10545","2026-02-08 07:44","FACTORY_A","118.18","47.02","7.22","86.55"
"10546","2026-02-08 07:45","FACTORY_A","121.36","44.83","7.11","73.88"
"10547","2026-02-08 07:46","FACTORY_A","121.44","48.16","7.19","83.46"
"10548","2026-02-08 07:47","FACTORY_A","112.70","46.17","7.20","80.77"
"10549","2026-02-08 07:48","FACTORY_A","126.05","45.41","7.15","76.07"
"10550","2026-02-08 07:49","FACTORY_A","121.59","46.38","7.19","78.05"
"10551","2026-02-08 07:50","FACTORY_A","122.09","47.30","7.22","89.06"
"10552","2026-02-08 07:51","FACTORY_A","119.57","46.35","7.16","74.19"
"10553","2026-02-08 07:52","FACTORY_A","114.43","44.89","7.21","71.20"
"10554","2026-02-08 07:53","FACTORY_A","122.02","44.01","7.15","76.81"
"10555","2026-02-08 07:54","FACTORY_A","118.30","43.32","7.14","82.06"
"10556","2026-02-08 07:55","FACTORY_A","121.63","41.34","7.23","87.12"
"10557","2026-02-08 07:56","FACTORY_A","119.34","45.26","7.26","80.13"
"10558","2026-02-08 07:57","FACTORY_A","120.71","44.42","7.14","71.86"
"10559","2026-02-08 07:58","FACTORY_A","117.68","44.50","7.25","80.48"
"10560","2026-02-08 07:59","FACTORY_A","122.59","46.54","7.20","84.28"
"10561","2026-02-08 08:00","FACTORY_A","116.43","44.83","7.09","81.60"
"10562","2026-02-08 08:01","FACTORY_A","126.74","47.84","7.13","82.47"
"10563","2026-02-08 08:02","FACTORY_A","126.71","44.14","7.23","70.64"
"10564","2026-02-08 08:03","FACTORY_A","124.90","43.54","7.12","73.29"
"10565","2026-02-08 08:04","FACTORY_A","123.83","43.11","7.17","79.33"
"10566","2026-02-08 08:05","FACTORY_A","119.75","46.08","7.20","85.67"
"10567","2026-02-08 08:06","FACTORY_A","123.50","46.73","7.22","76.05"
"10568","2026-02-08 08:07","FACTORY_A","119.71","44.11","7.21","81.02"
"10569","2026-02-08 08:08","FACTORY_A","115.34","43.40","7.28","80.83"
"10570","2026-02-08 08:09","FACTORY_A","124.51","47.30","7.16","74.79"
"10571","2026-02-08 08:10","FACTORY_A","123.39","42.82","7.20","76.32"
"10572","2026-02-08 08:11","FACTORY_A","119.91","46.52","7.22","79.87"
"10573","2026-02-08 08:12","FACTORY_A","116.32","44.14","7.24","78.17"
"10574","2026-02-08 08:13","FACTORY_A","118.24","45.60","7.25","84.10"
"10575","2026-02-08 08:14","FACTORY_A","114.54","46.62","7.18","77.90"
"10576","2026-02-08 08:15","FACTORY_A","122.84","45.71","7.23","84.44"
"10577","2026-02-08 08:16","FACTORY_A","115.19","44.56","7.15","78.19"
"10578","2026-02-08 08:17","FACTORY_A","120.86","47.09","7.20","80.12"
"10579","2026-02-08 08:18","FACTORY_A","117.47","45.43","7.23","84.00"
"10580","2026-02-08 08:19","FACTORY_A","115.72","50.52","7.25","79.46"
"10581","2026-02-08 08:20","FACTORY_A","120.72","42.44","7.23","77.87"
"10582","2026-02-08 08:21","FACTORY_A","119.00","42.42","7.20","79.65"
"10583","2026-02-08 08:22","FACTORY_A","122.51","46.49","7.20","84.47"
"10584","2026-02-08 08:23","FACTORY_A","116.20","44.95","7.23","81.66"
"10585","2026-02-08 08:24","FACTORY_A","117.73","46.19","7.31","69.28"
"10586","2026-02-08 08:25","FACTORY_A","112.84","43.35","7.24","76.39"
"10587","2026-02-08 08:26","FACTORY_A","113.45","45.08","7.22","76.43"
"10588","2026-02-08 08:27","FACTORY_A","125.39","45.69","7.13","82.92"
"10589","2026-02-08 08:28","FACTORY_A","126.25","44.18","7.16","70.42"
"10590","2026-02-08 08:29","FACTORY_A","120.28","45.35","7.18","81.40"
"10591","2026-02-08 08:30","FACTORY_A","117.53","42.96","7.25","83.18"
"10592","2026-02-08 08:31","FACTORY_A","119.10","45.59","7.15","83.18"
"10593","2026-02-08 08:32","FACTORY_A","122.62","47.17","7.23","79.58"
"10594","2026-02-08 08:33","FACTORY_A","118.46","43.14","7.21","71.92"
"10595","2026-02-08 08:34","FACTORY_A","120.71","43.05","7.22","78.71"
"10596","2026-02-08 08:35","FACTORY_A","119.96","46.78","7.19","87.37"
"10597","2026-02-08 08:36","FACTORY_A","118.29","43.03","7.17","77.02"
"10598","2026-02-08 08:37","FACTORY_A","118.42","46.26","7.15","90.90"
"10599","2026-02-08 08:38","FACTORY_A","120.88","45.08","7.23","84.06"
"10600","2026-02-08 08:39","FACTORY_A","117.07","44.37","7.20","79.28"
"10601","2026-02-08 08:40","FACTORY_A","121.36","47.20","7.15","81.13"
"10602","2026-02-08 08:41","FACTORY_A","118.59","46.39","7.21","81.87"
"10603","2026-02-08 08:42","FACTORY_A","120.38","45.42","7.37","77.11"
"10604","2026-02-08 08:43","FACTORY_A","124.15","41.77","7.19","77.93"
"10605","2026-02-08 08:44","FACTORY_A","119.50","46.07","7.28","89.97"
"10606","2026-02-08 08:45","FACTORY_A","122.76","43.39","7.07","87.46"
"10607","2026-02-08 08:46","FACTORY_A","114.62","44.67","7.19","78.11"
"10608","2026-02-08 08:47","FACTORY_A","118.59","45.01","7.25","76.11"
"10609","2026-02-08 08:48","FACTORY_A","120.08","47.85","7.20","72.03"
"10610","2026-02-08 08:49","FACTORY_A","125.77","44.62","7.17","90.78"
"10611","2026-02-08 08:50","FACTORY_A","114.12","42.87","7.20","85.12"
"10612","2026-02-08 08:51","FACTORY_A","119.71","47.20","7.25","86.23"
"10613","2026-02-08 08:52","FACTORY_A","124.37","46.09","7.31","77.28"
"10614","2026-02-08 08:53","FACTORY_A","117.64","46.14","7.25","76.95"
"10615","2026-02-08 08:54","FACTORY_A","119.36","47.23","7.17","75.39"
"10616","2026-02-08 08:55","FACTORY_A","121.00","47.58","7.19","64.20"
"10617","2026-02-08 08:56","FACTORY_A","120.55","43.66","7.19","75.63"
"10618","2026-02-08 08:57","FACTORY_A","124.70","42.91","7.16","81.60"
"10619","2026-02-08 08:58","FACTORY_A","121.35","46.26","7.19","81.24"
"10620","2026-02-08 08:59","FACTORY_A","123.98","44.61","7.19","76.92"
"10621","2026-02-08 09:00","FACTORY_A","118.92","44.74","7.14","83.27"
"10622","2026-02-08 09:01","FACTORY_A","117.78","43.32","7.24","76.63"
"10623","2026-02-08 09:02","FACTORY_A","119.32","45.88","7.22","83.84"
"10624","2026-02-08 09:03","FACTORY_A","116.52","45.60","7.17","83.77"
"10625","2026-02-08 09:04","FACTORY_A","121.45","44.77","7.21","84.10"
"10626","2026-02-08 09:05","FACTORY_A","118.84","42.92","7.15","80.37"
"10627","2026-02-08 09:06","FACTORY_A","117.98","46.81","7.17","75.92"
"10628","2026-02-08 09:07","FACTORY_A","121.50","45.38","7.23","74.04"
"10629","2026-02-08 09:08","FACTORY_A","116.57","46.68","7.22","69.16"
"10630","2026-02-08 09:09","FACTORY_A","122.31","41.85","7.17","83.79"
"10631","2026-02-08 09:10","FACTORY_A","118.56","45.09","7.22","71.57"
"10632","2026-02-08 09:11","FACTORY_A","123.48","43.92","7.20","79.32"
"10633","2026-02-08 09:12","FACTORY_A","118.82","45.05","7.15","81.09"
"10634","2026-02-08 09:13","FACTORY_A","121.90","46.41","7.19","74.65"
"10635","2026-02-08 09:14","FACTORY_A","120.54","45.55","7.22","79.38"
"10636","2026-02-08 09:15","FACTORY_A","122.23","45.03","7.22","81.59"
"10637","2026-02-08 09:16","FACTORY_A","120.33","45.02","7.12","78.63"
"10638","2026-02-08 09:17","FACTORY_A","115.01","42.66","7.21","82.30"
"10639","2026-02-08 09:18","FACTORY_A","123.03","43.64","7.20","77.78"
"10640","2026-02-08 09:19","FACTORY_A","119.74","46.68","7.11","78.61"
"10641","2026-02-08 09:20","FACTORY_A","122.37","44.24","7.16","75.56"
"10642","2026-02-08 09:21","FACTORY_A","122.07","46.71","7.22","79.32"
"10643","2026-02-08 09:22","FACTORY_A","117.68","46.24","7.27","80.03"
"10644","2026-02-08 09:23","FACTORY_A","117.26","46.32","7.12","75.38"
"10645","2026-02-08 09:24","FACTORY_A","121.97","45.50","7.25","82.14"
"10646","2026-02-08 09:25","FACTORY_A","119.09","44.35","7.11","67.67"
"10647","2026-02-08 09:26","FACTORY_A","122.81","44.77","7.27","85.41"
"10648","2026-02-08 09:27","FACTORY_A","119.47","45.96","7.19","72.91"
"10649","2026-02-08 09:28","FACTORY_A","123.07","41.81","7.16","85.20"
"10650","2026-02-08 09:29","FACTORY_A","121.27","46.87","7.22","83.10"
"10651","2026-02-08 09:30","FACTORY_A","120.86","44.25","7.15","85.06"
"10652","2026-02-08 09:31","FACTORY_A","118.88","44.87","7.23","74.37"
"10653","2026-02-08 09:32","FACTORY_A","120.70","44.88","7.19","78.98"
"10654","2026-02-08 09:33","FACTORY_A","123.58","44.94","7.01","81.47"
"10655","2026-02-08 09:34","FACTORY_A","119.84","43.03","7.16","82.14"
"10656","2026-02-08 09:35","FACTORY_A","121.59","45.23","7.21","84.20"
"10657","2026-02-08 09:36","FACTORY_A","120.14","45.89","7.25","83.26"
"10658","2026-02-08 09:37","FACTORY_A","120.37","41.93","7.22","82.38"
"10659","2026-02-08 09:38","FACTORY_A","125.17","43.05","7.25","82.46"
"10660","2026-02-08 09:39","FACTORY_A","123.61","46.34","7.16","83.42"
"10661","2026-02-08 09:40","FACTORY_A","120.24","46.06","7.24","80.10"
"10662","2026-02-08 09:41","FACTORY_A","120.64","45.45","7.24","85.73"
"10663","2026-02-08 09:42","FACTORY_A","117.89","43.98","7.12","79.62"
"10664","2026-02-08 09:43","FACTORY_A","119.48","46.07","7.25","71.54"
"10665","2026-02-08 09:44","FACTORY_A","120.93","43.20","7.22","86.23"
"10666","2026-02-08 09:45","FACTORY_A","122.55","44.79","7.19","82.34"
"10667","2026-02-08 09:46","FACTORY_A","122.25","43.04","7.19","79.26"
"10668","2026-02-08 09:47","FACTORY_A","116.67","44.76","7.15","80.57"
"10669","2026-02-08 09:48","FACTORY_A","122.93","43.45","7.23","87.54"
"10670","2026-02-08 09:49","FACTORY_A","119.73","46.13","7.22","80.50"
"10671","2026-02-08 09:50","FACTORY_A","117.04","45.65","7.23","87.60"
"10672","2026-02-08 09:51","FACTORY_A","124.01","44.14","7.20","82.36"
"10673","2026-02-08 09:52","FACTORY_A","124.39","46.64","7.21","78.19"
"10674","2026-02-08 09:53","FACTORY_A","120.79","43.57","7.19","73.45"
"10675","2026-02-08 09:54","FACTORY_A","122.13","44.95","7.25","80.46"
"10676","2026-02-08 09:55","FACTORY_A","122.30","44.08","7.23","86.57"
"10677","2026-02-08 09:56","FACTORY_A","124.19","46.11","7.21","77.16"
"10678","2026-02-08 09:57","FACTORY_A","122.18","45.97","7.19","81.83"
"10679","2026-02-08 09:58","FACTORY_A","116.02","46.95","7.11","87.68"
"10680","2026-02-08 09:59","FACTORY_A","126.03","45.12","7.10","71.14"
"10681","2026-02-08 10:00","FACTORY_A","123.20","40.56","7.18","81.99"
"10682","2026-02-08 10:01","FACTORY_A","118.47","44.35","7.26","82.77"
"10683","2026-02-08 10:02","FACTORY_A","116.91","47.35","7.16","81.78"
"10684","2026-02-08 10:03","FACTORY_A","121.51","44.51","7.17","71.48"
"10685","2026-02-08 10:04","FACTORY_A","119.17","42.12","7.15","76.20"
"10686","2026-02-08 10:05","FACTORY_A","120.99","45.67","7.14","69.57"
"10687","2026-02-08 10:06","FACTORY_A","122.23","45.79","7.15","73.41"
"10688","2026-02-08 10:07","FACTORY_A","118.30","43.91","7.21","84.22"
"10689","2026-02-08 10:08","FACTORY_A","116.65","44.63","7.18","78.35"
"10690","2026-02-08 10:09","FACTORY_A","121.16","43.73","7.17","84.10"
"10691","2026-02-08 10:10","FACTORY_A","118.40","45.78","7.17","83.82"
"10692","2026-02-08 10:11","FACTORY_A","120.44","45.08","7.21","74.38"
"10693","2026-02-08 10:12","FACTORY_A","115.97","43.25","7.22","80.85"
"10694","2026-02-08 10:13","FACTORY_A","119.24","44.99","7.11","72.07"
"10695","2026-02-08 10:14","FACTORY_A","122.14","43.90","7.16","81.37"
"10696","2026-02-08 10:15","FACTORY_A","121.82","47.19","7.20","82.12"
"10697","2026-02-08 10:16","FACTORY_A","117.63","46.34","7.22","78.86"
"10698","2026-02-08 10:17","FACTORY_A","116.50","44.82","7.21","71.59"
"10699","2026-02-08 10:18","FACTORY_A","120.05","45.12","7.24","72.56"
"10700","2026-02-08 10:19","FACTORY_A","121.68","46.52","7.13","92.71"
"10701","2026-02-08 10:20","FACTORY_A","121.22","44.74","7.22","83.11"
"10702","2026-02-08 10:21","FACTORY_A","118.46","46.14","7.30","78.61"
"10703","2026-02-08 10:22","FACTORY_A","120.89","47.22","7.20","84.80"
"10704","2026-02-08 10:23","FACTORY_A","124.51","44.26","7.20","87.36"
