"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"10896","2026-02-08 13:35","FACTORY_C","115.00","42.53","7.18","81.84"
"10897","2026-02-08 13:36","FACTORY_C","115.00","44.49","7.17","76.35"
"10898","2026-02-08 13:37","FACTORY_C","115.00","46.53","7.23","74.47"
"10899","2026-02-08 13:38","FACTORY_C","115.00","46.22","7.20","78.05"
"10900","2026-02-08 13:39","FACTORY_C","115.00","44.19","7.25","73.66"
"10901","2026-02-08 13:40","FACTORY_C","115.00","45.30","7.13","78.20"
"10902","2026-02-08 13:41","FACTORY_C","115.00","45.86","7.20","84.11"
"10903","2026-02-08 13:42","FACTORY_C","115.00","44.16","7.17","76.65"
"10904","2026-02-08 13:43","FACTORY_C","115.00","45.90","7.29","81.77"
"10905","2026-02-08 13:44","FACTORY_C","115.00","47.20","7.29","78.82"
"10906","2026-02-08 13:45","FACTORY_C","115.00","44.12","7.11","80.74"
"10907","2026-02-08 13:46","FACTORY_C","115.00","44.42","7.31","87.82"
"10908","2026-02-08 13:47","FACTORY_C","115.00","46.04","7.18","89.80"
"10909","2026-02-08 13:48","FACTORY_C","115.00","46.19","7.19","73.75"
"10910","2026-02-08 13:49","FACTORY_C","115.00","46.05","7.12","82.01"
"10911","2026-02-08 13:50","FACTORY_C","115.00","46.16","7.23","71.24"
"10912","2026-02-08 13:51","FACTORY_C","115.00","44.68","7.11","85.60"
"10913","2026-02-08 13:52","FACTORY_C","115.00","45.58","7.20","80.91"
"10914","2026-02-08 13:53","FACTORY_C","115.00","42.00","7.21","81.34"
"10915","2026-02-08 13:54","FACTORY_C","115.00","45.22","7.22","65.59"
"10916","2026-02-08 13:55","FACTORY_C","115.00","47.14","7.27","79.06"
"10917","2026-02-08 13:56","FACTORY_C","115.00","44.42","7.20","88.95"
"10918","2026-02-08 13:57","FACTORY_C","115.00","45.62","7.22","82.52"
"10919","2026-02-08 13:58","FACTORY_C","115.00","44.17","7.16","80.67"
"10920","2026-02-08 13:59","FACTORY_C","115.00","46.73","7.20","86.60"
"10921","2026-02-08 14:00","FACTORY_C","115.00","47.69","7.27","82.66"
"10922","2026-02-08 14:01","FACTORY_C","115.00","44.61","7.25","73.43"
"10923","2026-02-08 14:02","FACTORY_C","115.00","43.92","7.28","75.83"
"10924","2026-02-08 14:03","FACTORY_C","115.00","44.56","7.25","92.21"
"10925","2026-02-08 14:04","FACTORY_C","115.00","45.80","7.19","83.75"
"10926","2026-02-08 14:05","FACTORY_C","115.00","43.39","7.28","79.13"
"10927","2026-02-08 14:06","FACTORY_C","115.00","43.67","7.22","76.59"
"10928","2026-02-08 14:07","FACTORY_C","115.00","43.04","7.23","82.46"
"10929","2026-02-08 14:08","FACTORY_C","115.00","44.50","7.16","79.02"
"10930","2026-02-08 14:09","FACTORY_C","115.00","46.84","7.29","90.60"
"10931","2026-02-08 14:10","FACTORY_C","115.00","46.40","7.14","80.21"
"10932","2026-02-08 14:11","FACTORY_C","115.00","44.91","7.08","89.67"
"10933","2026-02-08 14:12","FACTORY_C","115.00","45.16","7.17","80.54"
"10934","2026-02-08 14:13","FACTORY_C","115.00","45.81","7.24","78.24"
"10935","2026-02-08 14:14","FACTORY_C","115.00","44.09","7.21","72.96"
"10936","2026-02-08 14:15","FACTORY_C","115.00","44.28","7.14","88.82"
"10937","2026-02-08 14:16","FACTORY_C","115.00","41.47","7.17","80.34"
"10938","2026-02-08 14:17","FACTORY_C","115.00","44.15","7.24","84.96"
"10939","2026-02-08 14:18","FACTORY_C","115.00","46.66","7.13","84.07"
"10940","2026-02-08 14:19","FACTORY_C","115.00","43.99","7.16","79.87"
"10941","2026-02-08 14:20","FACTORY_C","115.00","44.85","7.27","89.89"
"10942","2026-02-08 14:21","FACTORY_C","115.00","46.04","7.17","79.75"
"10943","2026-02-08 14:22","FACTORY_C","115.00","45.47","7.25","70.83"
"10944","2026-02-08 14:23","FACTORY_C","115.00","45.39","7.13","76.57"
"10945","2026-02-08 14:24","FACTORY_C","115.00","41.73","7.20","94.38"
"10946","2026-02-08 14:25","FACTORY_C","115.00","48.38","7.22","79.32"
"10947","2026-02-08 14:26","FACTORY_C","115.00","47.43","7.14","84.58"
"10948","2026-02-08 14:27","FACTORY_C","115.00","44.04","7.22","84.72"
"11030","2026-02-08 15:49","FACTORY_C","115.00","43.77","7.20","73.76"
"11031","2026-02-08 15:50","FACTORY_C","115.00","44.47","7.20","79.81"
"11032","2026-02-08 15:51","FACTORY_C","115.00","45.35","7.25","85.08"
"11033","2026-02-08 15:52","FACTORY_C","115.00","47.64","7.19","85.95"
"11034","2026-02-08 15:53","FACTORY_C","115.00","45.58","7.15","75.38"
"11035","2026-02-08 15:54","FACTORY_C","115.00","45.72","7.29","80.60"
"11036","2026-02-08 15:55","FACTORY_C","115.00","45.87","7.27","74.61"
"11037","2026-02-08 15:56","FACTORY_C","115.00","44.44","7.20","74.60"
"11038","2026-02-08 15:57","FACTORY_C","115.00","47.11","7.24","71.37"
"11039","2026-02-08 15:58","FACTORY_C","115.00","46.49","7.19","86.72"
"11040","2026-02-08 15:59","FACTORY_C","115.00","47.22","7.19","80.57"
"11041","2026-02-08 16:00","FACTORY_C","115.00","44.75","7.20","74.91"
"11042","2026-02-08 16:01","FACTORY_C","115.00","44.77","7.22","89.00"
"11043","2026-02-08 16:02","FACTORY_C","115.00","43.09","7.19","75.32"
"11044","2026-02-08 16:03","FACTORY_C","115.00","47.00","7.26","75.16"
"11045","2026-02-08 16:04","FACTORY_C","115.00","45.99","7.16","74.09"
"11046","2026-02-08 16:05","FACTORY_C","115.00","46.21","7.22","80.68"
"11047","2026-02-08 16:06","FACTORY_C","115.00","44.45","7.23","84.08"
"11048","2026-02-08 16:07","FACTORY_C","115.00","44.49","7.22","74.83"
"11049","2026-02-08 16:08","FACTORY_C","115.00","43.95","7.22","79.00"
"11050","2026-02-08 16:09","FACTORY_C","115.00","46.22","7.14","79.75"
"11051","2026-02-08 16:10","FACTORY_C","115.00","44.49","7.20","75.94"
"11052","2026-02-08 16:11","FACTORY_C","115.00","44.10","7.24","82.84"
"11053","2026-02-08 16:12","FACTORY_C","115.00","44.44","7.14","69.89"
"11054","2026-02-08 16:13","FACTORY_C","115.00","46.40","7.18","74.85"
"11055","2026-02-08 16:14","FACTORY_C","115.00","43.35","7.26","75.73"
"11056","2026-02-08 16:15","FACTORY_C","115.00","44.68","7.15","77.37"
"11057","2026-02-08 16:16","FACTORY_C","115.00","43.86","7.21","88.18"
"11058","2026-02-08 16:17","FACTORY_C","115.00","45.31","7.22","83.40"
"11059","2026-02-08 16:18","FACTORY_C","115.00","42.51","7.17","75.65"
"11060","2026-02-08 16:19","FACTORY_C","115.00","45.02","7.24","76.65"
"11061","2026-02-08 16:20","FACTORY_C","115.00","43.78","7.33","82.25"
"11062","2026-02-08 16:21","FACTORY_C","115.00","46.02","7.20","77.88"
"11063","2026-02-08 16:22","FACTORY_C","115.00","45.30","7.24","73.71"
"11064","2026-02-08 16:23","FACTORY_C","115.00","43.08","7.21","85.64"
"11065","2026-02-08 16:24","FACTORY_C","115.00","45.64","7.19","79.55"
"11066","2026-02-08 16:25","FACTORY_C","115.00","42.97","7.20","78.21"
"11067","2026-02-08 16:26","FACTORY_C","115.00","45.39","7.11","72.90"
"11068","2026-02-08 16:27","FACTORY_C","115.00","43.78","7.27","83.00"
"11069","2026-02-08 16:28","FACTORY_C","115.00","45.31","7.23","80.94"
"11070","2026-02-08 16:29","FACTORY_C","115.00","44.46","7.27","86.86"
"11071","2026-02-08 16:30","FACTORY_C","115.00","43.15","7.22","81.41"
"11072","2026-02-08 16:31","FACTORY_C","115.00","47.08","7.20","87.11"
"11073","2026-02-08 16:32","FACTORY_C","115.00","45.67","7.22","74.61"
"11074","2026-02-08 16:33","FACTORY_C","115.00","44.87","7.13","77.36"
"11075","2026-02-08 16:34","FACTORY_C","115.00","44.37","7.27","82.91"
"11076","2026-02-08 16:35","FACTORY_C","115.00","45.04","7.21","80.92"
"11077","2026-02-08 16:36","FACTORY_C","115.00","44.64","7.18","74.73"
"11078","2026-02-08 16:37","FACTORY_C","115.00","46.63","7.22","78.73"
"11079","2026-02-08 16:38","FACTORY_C","115.00","50.04","7.21","79.13"
"11080","2026-02-08 16:39","FACTORY_C","115.00","45.36","7.17","80.80"
"11081","2026-02-08 16:40","FACTORY_C","115.00","44.37","7.21","78.08"
"11082","2026-02-08 16:41","FACTORY_C","115.00","44.81","7.23","71.72"
"11083","2026-02-08 16:42","FACTORY_C","115.00","46.71","7.24","74.68"
"11084","2026-02-08 16:43","FACTORY_C","115.00","44.99","7.19","72.36"
"11085","2026-02-08 16:44","FACTORY_C","115.00","44.39","7.16","84.62"
"11086","2026-02-08 16:45","FACTORY_C","115.00","44.98","7.23","72.79"
"11087","2026-02-08 16:46","FACTORY_C","115.00","46.59","7.20","88.94"
"11088","2026-02-08 16:47","FACTORY_C","115.00","42.97","7.16","76.98"
"11089","2026-02-08 16:48","FACTORY_C","115.00","45.73","7.22","83.87"
"11090","2026-02-08 16:49","FACTORY_C","115.00","46.27","7.23","85.14"
"11091","2026-02-08 16:50","FACTORY_C","115.00","44.66","7.14","86.99"
"11092","2026-02-08 16:51","FACTORY_C","115.00","44.58","7.14","83.65"
"11093","2026-02-08 16:52","FACTORY_C","115.00","43.55","7.26","80.29"
"11094","2026-02-08 16:53","FACTORY_C","115.00","44.13","7.22","68.76"
"11095","2026-02-08 16:54","FACTORY_C","115.00","46.17","7.06","84.15"
"11096","2026-02-08 16:55","FACTORY_C","115.00","44.10","7.20","76.27"
"11097","2026-02-08 16:56","FACTORY_C","115.00","43.56","7.27","80.92"
"11098","2026-02-08 16:57","FACTORY_C","115.00","45.32","7.21","75.99"
"11099","2026-02-08 16:58","FACTORY_C","115.00","44.03","7.17","80.80"
"11100","2026-02-08 16:59","FACTORY_C","115.00","45.02","7.27","82.89"
"11101","2026-02-08 17:00","FACTORY_C","115.00","44.24","7.33","78.56"
"11296","2026-02-08 20:15","FACTORY_C","115.00","45.01","7.20","82.04"
"11297","2026-02-08 20:16","FACTORY_C","115.00","45.68","7.13","77.04"
"11298","2026-02-08 20:17","FACTORY_C","115.00","45.05","7.24","70.34"
"11299","2026-02-08 20:18","FACTORY_C","115.00","47.36","7.15","83.39"
"11300","2026-02-08 20:19","FACTORY_C","115.00","47.03","7.22","79.72"
"11301","2026-02-08 20:20","FACTORY_C","115.00","43.27","7.23","77.24"
"11302","2026-02-08 20:21","FACTORY_C","115.00","44.32","7.19","84.19"
"11303","2026-02-08 20:22","FACTORY_C","115.00","43.75","7.23","71.30"
"11304","2026-02-08 20:23","FACTORY_C","115.00","47.98","7.13","80.36"
"11305","2026-02-08 20:24","FACTORY_C","115.00","44.66","7.24","69.59"
"11306","2026-02-08 20:25","FACTORY_C","115.00","44.27","7.13","65.20"
"11307","2026-02-08 20:26","FACTORY_C","115.00","47.08","7.17","82.25"
"11308","2026-02-08 20:27","FACTORY_C","115.00","44.43","7.16","83.16"
"11309","2026-02-08 20:28","FACTORY_C","115.00","49.05","7.14","75.43"
"11310","2026-02-08 20:29","FACTORY_C","115.00","46.15","7.24","78.76"
"11311","2026-02-08 20:30","FACTORY_C","115.00","46.21","7.29","71.60"
"11312","2026-02-08 20:31","FACTORY_C","115.00","41.70","7.29","77.64"
"11313","2026-02-08 20:32","FACTORY_C","115.00","43.30","7.24","86.61"
"11314","2026-02-08 20:33","FACTORY_C","115.00","47.00","7.14","87.29"
"11315","2026-02-08 20:34","FACTORY_C","115.00","44.69","7.26","78.21"
"11316","2026-02-08 20:35","FACTORY_C","115.00","45.09","7.21","76.66"
"11317","2026-02-08 20:36","FACTORY_C","115.00","45.49","7.33","77.77"
"11318","2026-02-08 20:37","FACTORY_C","115.00","45.35","7.19","75.23"
"11319","2026-02-08 20:38","FACTORY_C","115.00","45.89","7.16","77.68"
"11320","2026-02-08 20:39","FACTORY_C","115.00","46.13","7.20","80.50"
"11321","2026-02-08 20:40","FACTORY_C","115.00","44.80","7.20","81.68"
"11322","2026-02-08 20:41","FACTORY_C","115.00","43.85","7.17","76.64"
"11323","2026-02-08 20:42","FACTORY_C","115.00","45.85","7.12","74.08"
"11324","2026-02-08 20:43","FACTORY_C","115.00","44.64","7.31","86.47"
"11325","2026-02-08 20:44","FACTORY_C","115.00","44.90","7.17","75.48"
"11326","2026-02-08 20:45","FACTORY_C","115.00","45.77","7.12","74.52"
"11327","2026-02-08 20:46","FACTORY_C","115.00","46.53","7.20","85.84"
"11328","2026-02-08 20:47","FACTORY_C","115.00","46.13","7.12","89.25"
"11329","2026-02-08 20:48","FACTORY_C","115.00","47.40","7.19","72.56"
"11330","2026-02-08 20:49","FACTORY_C","115.00","44.99","7.21","78.89"
"11331","2026-02-08 20:50","FACTORY_C","115.00","43.96","7.15","77.24"
"11332","2026-02-08 20:51","FACTORY_C","115.00","45.77","7.17","84.28"
"11333","2026-02-08 20:52","FACTORY_C","115.00","44.68","7.23","80.17"
"11334","2026-02-08 20:53","FACTORY_C","115.00","44.05","7.14","82.23"
"11335","2026-02-08 20:54","FACTORY_C","115.00","45.92","7.15","79.32"
"11336","2026-02-08 20:55","FACTORY_C","115.00","42.75","7.24","84.83"
"11337","2026-02-08 20:56","FACTORY_C","115.00","45.03","7.15","77.00"
"11338","2026-02-08 20:57","FACTORY_C","115.00","44.17","7.14","73.92"
"11339","2026-02-08 20:58","FACTORY_C","115.00","43.69","7.23","85.09"
"11340","2026-02-08 20:59","FACTORY_C","115.00","45.31","7.19","79.70"
"11341","2026-02-08 21:00","FACTORY_C","115.00","44.30","7.22","85.51"
"11342","2026-02-08 21:01","FACTORY_C","115.00","44.31","7.20","80.38"
"11343","2026-02-08 21:02","FACTORY_C","115.00","43.65","7.21","82.98"
"11344","2026-02-08 21:03","FACTORY_C","115.00","43.88","7.17","87.65"
"11345","2026-02-08 21:04","FACTORY_C","115.00","44.78","7.19","81.36"
"11346","2026-02-08 21:05","FACTORY_C","115.00","46.02","7.25","70.21"
"11347","2026-02-08 21:06","FACTORY_C","115.00","46.12","7.19","82.32"
"11348","2026-02-08 21:07","FACTORY_C","115.00","42.33","7.14","78.38"
"11349","2026-02-08 21:08","FACTORY_C","115.00","43.23","7.13","91.08"
"11350","2026-02-08 21:09","FACTORY_C","115.00","45.25","7.17","71.80"
"11351","2026-02-08 21:10","FACTORY_C","115.00","44.61","7.31","85.04"
"11352","2026-02-08 21:11","FACTORY_C","115.00","46.62","7.21","81.03"
"11353","2026-02-08 21:12","FACTORY_C","115.00","46.00","7.14","79.15"
"11354","2026-02-08 21:13","FACTORY_C","115.00","43.25","7.18","81.50"
"11355","2026-02-08 21:14","FACTORY_C","115.00","40.26","7.13","76.80"
"11356","2026-02-08 21:15","FACTORY_C","115.00","45.19","7.17","82.11"
"11357","2026-02-08 21:16","FACTORY_C","115.00","44.81","7.15","74.08"
"11358","2026-02-08 21:17","FACTORY_C","115.00","44.49","7.17","84.68"
"11359","2026-02-08 21:18","FACTORY_C","115.00","43.48","7.21","88.96"
"11360","2026-02-08 21:19","FACTORY_C","115.00","45.40","7.23","77.40"
"11361","2026-02-08 21:20","FACTORY_C","115.00","45.83","7.28","81.17"
"11362","2026-02-08 21:21","FACTORY_C","115.00","45.35","7.21","87.87"
"11363","2026-02-08 21:22","FACTORY_C","115.00","44.17","7.18","80.77"
"11364","2026-02-08 21:23","FACTORY_C","115.00","44.64","7.10","86.27"
"11365","2026-02-08 21:24","FACTORY_C","115.00","43.28","7.15","80.53"
"11366","2026-02-08 21:25","FACTORY_C","115.00","43.32","7.22","79.11"
"11367","2026-02-08 21:26","FACTORY_C","115.00","46.71","7.18","81.86"
"11368","2026-02-08 21:27","FACTORY_C","115.00","45.45","7.15","69.81"
"11369","2026-02-08 21:28","FACTORY_C","115.00","45.04","7.23","83.97"
"11370","2026-02-08 21:29","FACTORY_C","115.00","44.47","7.20","78.08"
"11371","2026-02-08 21:30","FACTORY_C","115.00","46.08","7.14","85.16"
"11372","2026-02-08 21:31","FACTORY_C","115.00","47.69","7.27","81.02"
"11373","2026-02-08 21:32","FACTORY_C","115.00","44.30","7.20","81.72"
"11374","2026-02-08 21:33","FACTORY_C","115.00","45.57","7.17","79.08"
"11375","2026-02-08 21:34","FACTORY_C","115.00","43.13","7.21","95.53"
"11376","2026-02-08 21:35","FACTORY_C","115.00","45.75","7.24","79.77"
"11377","2026-02-08 21:36","FACTORY_C","115.00","45.89","7.22","86.87"
"11378","2026-02-08 21:37","FACTORY_C","115.00","44.09","7.28","93.07"
"11379","2026-02-08 21:38","FACTORY_C","115.00","45.13","7.16","75.72"
"11380","2026-02-08 21:39","FACTORY_C","115.00","45.27","7.18","73.14"
"11381","2026-02-08 21:40","FACTORY_C","115.00","47.01","7.27","82.42"
"11382","2026-02-08 21:41","FACTORY_C","115.00","45.81","7.16","75.70"
"11383","2026-02-08 21:42","FACTORY_C","115.00","46.52","7.16","80.72"
"11384","2026-02-08 21:43","FACTORY_C","115.00","45.76","7.12","81.45"
"11385","2026-02-08 21:44","FACTORY_C","115.00","44.50","7.16","76.71"
"11386","2026-02-08 21:45","FACTORY_C","115.00","41.89","7.14","83.60"
"11387","2026-02-08 21:46","FACTORY_C","115.00","46.96","7.15","79.51"
"11388","2026-02-08 21:47","FACTORY_C","115.00","45.00","7.21","84.45"
"11389","2026-02-08 21:48","FACTORY_C","115.00","44.39","7.15","83.76"
"11390","2026-02-08 21:49","FACTORY_C","115.00","47.21","7.17","86.28"
"11391","2026-02-08 21:50","FACTORY_C","115.00","47.54","7.14","86.93"
"11392","2026-02-08 21:51","FACTORY_C","115.00","45.68","7.17","84.13"
"11393","2026-02-08 21:52","FACTORY_C","115.00","46.13","7.23","81.96"
"11394","2026-02-08 21:53","FACTORY_C","115.00","41.09","7.23","86.32"
"11395","2026-02-08 21:54","FACTORY_C","115.00","46.79","7.16","71.94"
"11396","2026-02-08 21:55","FACTORY_C","115.00","43.04","7.26","71.17"
"11397","2026-02-08 21:56","FACTORY_C","115.00","44.41","7.29","68.18"
"11398","2026-02-08 21:57","FACTORY_C","115.00","43.23","7.25","81.70"
"11399","2026-02-08 21:58","FACTORY_C","115.00","44.35","7.13","78.55"
"11400","2026-02-08 21:59","FACTORY_C","115.00","46.37","7.16","75.76"
"11401","2026-02-08 22:00","FACTORY_C","115.00","48.20","7.25","76.45"
"11402","2026-02-08 22:01","FACTORY_C","115.00","42.89","7.24","81.95"
"11403","2026-02-08 22:02","FACTORY_C","115.00","46.28","7.18","71.58"
"11404","2026-02-08 22:03","FACTORY_C","115.00","45.28","7.31","79.39"
"11405","2026-02-08 22:04","FACTORY_C","115.00","46.44","7.24","83.53"
"11406","2026-02-08 22:05","FACTORY_C","115.00","43.91","7.14","78.30"
"11407","2026-02-08 22:06","FACTORY_C","115.00","46.12","7.26","79.50"
"11408","2026-02-08 22:07","FACTORY_C","115.00","44.06","7.18","87.97"
"11409","2026-02-08 22:08","FACTORY_C","115.00","46.96","7.23","75.37"
"11410","2026-02-08 22:09","FACTORY_C","115.00","45.66","7.23","86.73"
"11411","2026-02-08 22:10","FACTORY_C","115.00","48.13","7.16","72.72"
"11412","2026-02-08 22:11","FACTORY_C","115.00","43.54","7.24","74.72"
"11413","2026-02-08 22:12","FACTORY_C","115.00","46.03","7.23","73.70"
"11414","2026-02-08 22:13","FACTORY_C","115.00","43.80","7.19","85.89"
"11415","2026-02-08 22:14","FACTORY_C","115.00","45.98","7.26","79.24"
"11416","2026-02-08 22:15","FACTORY_C","115.00","45.85","7.24","78.29"
"11417","2026-02-08 22:16","FACTORY_C","115.00","45.23","7.31","86.09"
"11418","2026-02-08 22:17","FACTORY_C","115.00","45.20","7.27","81.26"
"11419","2026-02-08 22:18","FACTORY_C","115.00","47.76","7.18","80.00"
"11420","2026-02-08 22:19","FACTORY_C","115.00","45.58","7.22","79.39"
"11421","2026-02-08 22:20","FACTORY_C","115.00","45.75","7.20","80.10"
"11422","2026-02-08 22:21","FACTORY_C","115.00","44.79","7.27","84.58"
"11423","2026-02-08 22:22","FACTORY_C","115.00","46.40","7.27","84.35"
"11424","2026-02-08 22:23","FACTORY_C","115.00","45.15","7.10","89.45"
"11425","2026-02-08 22:24","FACTORY_C","115.00","47.11","7.20","84.62"
"11426","2026-02-08 22:25","FACTORY_C","115.00","45.04","7.26","78.81"
"11427","2026-02-08 22:26","FACTORY_C","115.00","45.25","7.23","75.98"
"11428","2026-02-08 22:27","FACTORY_C","115.00","45.41","7.17","83.34"
"11429","2026-02-08 22:28","FACTORY_C","115.00","42.81","7.20","79.72"
"11430","2026-02-08 22:29","FACTORY_C","115.00","42.39","7.21","75.70"
"11431","2026-02-08 22:30","FACTORY_C","115.00","46.15","7.24","84.82"
"11432","2026-02-08 22:31","FACTORY_C","115.00","43.78","7.22","78.06"
"11433","2026-02-08 22:32","FACTORY_C","115.00","44.65","7.24","76.92"
"11434","2026-02-08 22:33","FACTORY_C","115.00","44.92","7.21","83.14"
"11435","2026-02-08 22:34","FACTORY_C","115.00","45.09","7.24","80.40"
"11436","2026-02-08 22:35","FACTORY_C","115.00","43.07","7.24","85.24"
"11437","2026-02-08 22:36","FACTORY_C","115.00","43.11","7.14","75.87"
"11438","2026-02-08 22:37","FACTORY_C","115.00","44.60","7.22","74.83"
"11439","2026-02-08 22:38","FACTORY_C","115.00","44.66","7.26","75.04"
"11440","2026-02-08 22:39","FACTORY_C","115.00","46.16","7.10","90.83"
"11441","2026-02-08 22:40","FACTORY_C","115.00","44.75","7.14","89.26"
"11442","2026-02-08 22:41","FACTORY_C","115.00","45.97","7.22","70.79"
"11443","2026-02-08 22:42","FACTORY_C","115.00","44.39","7.23","75.18"
"11444","2026-02-08 22:43","FACTORY_C","115.00","46.92","7.18","79.34"
"11445","2026-02-08 22:44","FACTORY_C","115.00","46.48","7.25","79.37"
"11446","2026-02-08 22:45","FACTORY_C","115.00","45.19","7.25","82.79"
"11447","2026-02-08 22:46","FACTORY_C","115.00","42.72","7.17","82.38"
"11448","2026-02-08 22:47","FACTORY_C","115.00","43.34","7.18","78.10"
"11449","2026-02-08 22:48","FACTORY_C","115.00","45.69","7.18","81.53"
"11450","2026-02-08 22:49","FACTORY_C","115.00","45.83","7.19","77.20"
"11451","2026-02-08 22:50","FACTORY_C","115.00","42.61","7.17","86.23"
"11452","2026-02-08 22:51","FACTORY_C","115.00","45.69","7.23","86.60"
"11453","2026-02-08 22:52","FACTORY_C","115.00","45.82","7.25","68.60"
"11454","2026-02-08 22:53","FACTORY_C","115.00","49.16","7.20","74.21"
"11455","2026-02-08 22:54","FACTORY_C","115.00","45.12","7.16","85.14"
"11456","2026-02-08 22:55","FACTORY_C","115.00","46.21","7.20","76.80"
"11457","2026-02-08 22:56","FACTORY_C","115.00","42.76","7.04","78.96"
"11458","2026-02-08 22:57","FACTORY_C","115.00","44.57","7.21","76.80"
"11459","2026-02-08 22:58","FACTORY_C","115.00","44.03","7.15","70.47"
"11460","2026-02-08 22:59","FACTORY_C","115.00","46.38","7.15","80.35"
"11461","2026-02-08 23:00","FACTORY_C","115.00","45.48","7.21","81.10"
"11462","2026-02-08 23:01","FACTORY_C","115.00","43.93","7.22","84.61"
"11463","2026-02-08 23:02","FACTORY_C","115.00","43.77","7.17","81.13"
"11464","2026-02-08 23:03","FACTORY_C","115.00","46.00","7.24","81.66"
"11465","2026-02-08 23:04","FACTORY_C","115.00","47.22","7.26","84.86"
"11466","2026-02-08 23:05","FACTORY_C","115.00","47.32","7.19","75.87"
"11467","2026-02-08 23:06","FACTORY_C","115.00","44.13","7.17","77.17"
"11468","2026-02-08 23:07","FACTORY_C","115.00","45.10","7.21","82.63"
"11469","2026-02-08 23:08","FACTORY_C","115.00","46.56","7.13","81.74"
"11470","2026-02-08 23:09","FACTORY_C","115.00","43.37","7.15","91.06"
"11471","2026-02-08 23:10","FACTORY_C","115.00","46.58","7.20","77.96"
"11472","2026-02-08 23:11","FACTORY_C","115.00","43.84","7.18","86.26"
"11473","2026-02-08 23:12","FACTORY_C","115.00","43.82","7.20","82.22"
"11474","2026-02-08 23:13","FACTORY_C","115.00","43.66","7.23","82.53"
"11475","2026-02-08 23:14","FACTORY_C","115.00","45.25","7.09","90.93"
"11476","2026-02-08 23:15","FACTORY_C","115.00","44.73","7.17","71.20"
"11477","2026-02-08 23:16","FACTORY_C","115.00","45.67","7.19","76.58"
"11478","2026-02-08 23:17","FACTORY_C","115.00","45.14","7.13","72.63"
"11479","2026-02-08 23:18","FACTORY_C","115.00","45.94","7.25","81.50"
"11480","2026-02-08 23:19","FACTORY_C","115.00","45.27","7.31","79.52"
"11481","2026-02-08 23:20","FACTORY_C","115.00","43.76","7.21","83.11"
"11482","2026-02-08 23:21","FACTORY_C","115.00","41.52","7.14","77.93"
"11483","2026-02-08 23:22","FACTORY_C","115.00","44.11","7.27","83.19"
"11484","2026-02-08 23:23","FACTORY_C","115.00","46.50","7.23","74.05"
"11485","2026-02-08 23:24","FACTORY_C","115.00","44.61","7.17","84.39"
"11486","2026-02-08 23:25","FACTORY_C","115.00","47.07","7.11","66.21"
"11487","2026-02-08 23:26","FACTORY_C","115.00","45.15","7.13","87.35"
"11488","2026-02-08 23:27","FACTORY_C","115.00","46.06","7.21","80.50"
"11489","2026-02-08 23:28","FACTORY_C","115.00","46.38","7.15","78.59"
"11490","2026-02-08 23:29","FACTORY_C","115.00","44.64","7.16","81.98"
"11491","2026-02-08 23:30","FACTORY_C","115.00","46.08","7.23","80.71"
"11492","2026-02-08 23:31","FACTORY_C","115.00","44.73","7.22","73.94"
"11493","2026-02-08 23:32","FACTORY_C","115.00","45.27","7.24","82.89"
"11494","2026-02-08 23:33","FACTORY_C","115.00","46.84","7.26","75.59"
"11495","2026-02-08 23:34","FACTORY_C","115.00","44.25","7.20","77.19"
"11496","2026-02-08 23:35","FACTORY_C","115.00","42.97","7.22","80.34"
"11497","2026-02-08 23:36","FACTORY_C","115.00","44.22","7.21","78.86"
"11498","2026-02-08 23:37","FACTORY_C","115.00","43.42","7.14","75.59"
"11499","2026-02-08 23:38","FACTORY_C","115.00","42.45","7.21","84.56"
"11500","2026-02-08 23:39","FACTORY_C","115.00","47.48","7.22","67.75"
"11501","2026-02-08 23:40","FACTORY_C","115.00","45.58","7.24","70.12"
"11502","2026-02-08 23:41","FACTORY_C","115.00","44.41","7.26","71.55"
"11503","2026-02-08 23:42","FACTORY_C","115.00","45.57","7.19","79.35"
"11504","2026-02-08 23:43","FACTORY_C","115.00","45.69","7.18","77.89"
"11505","2026-02-08 23:44","FACTORY_C","115.00","44.15","7.17","80.96"
"11506","2026-02-08 23:45","FACTORY_C","115.00","43.56","7.26","76.45"
"11507","2026-02-08 23:46","FACTORY_C","115.00","43.40","7.21","91.98"
"11508","2026-02-08 23:47","FACTORY_C","115.00","42.79","7.16","73.17"
"11509","2026-02-08 23:48","FACTORY_C","115.00","42.58","7.15","82.50"
"11510","2026-02-08 23:49","FACTORY_C","115.00","47.82","7.22","79.07"
"11511","2026-02-08 23:50","FACTORY_C","115.00","43.94","7.18","80.12"
"11512","2026-02-08 23:51","FACTORY_C","115.00","44.65","7.17","81.92"
"11513","2026-02-08 23:52","FACTORY_C","115.00","45.84","7.17","75.01"
"11514","2026-02-08 23:53","FACTORY_C","115.00","44.44","7.16","81.93"
"11515","2026-02-08 23:54","FACTORY_C","115.00","45.02","7.26","74.97"
"11516","2026-02-08 23:55","FACTORY_C","115.00","43.20","7.19","82.51"
"11517","2026-02-08 23:56","FACTORY_C","115.00","45.01","7.24","75.45"
"11518","2026-02-08 23:57","FACTORY_C","115.00","45.32","7.24","82.13"
